Town,Town Latitude,Town Longitude,VenueID,VenueName,score,category,catID,latitude,longitude
"Corvallis, OR",44.5645659,-123.2620435,4ab95233f964a520f07e20e3,The Beanery,na,Coffee Shops,4bf58dd8d48988d1e0931735,44.55999601,-123.2620362
"Corvallis, OR",44.5645659,-123.2620435,4a934708f964a5206b1f20e3,Big River Restaurant,na,American Restaurants,4bf58dd8d48988d14e941735,44.56496668,-123.2584606
"Corvallis, OR",44.5645659,-123.2620435,4bb6b38c6edc76b0b268311c,Dairy Queen,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,44.56210994,-123.2618306
"Corvallis, OR",44.5645659,-123.2620435,4bb6965e6edc76b0e836311c,SUBWAY,na,Sandwich Places,4bf58dd8d48988d1c5941735,44.5608816,-123.2626218
"Corvallis, OR",44.5645659,-123.2620435,4b3bc9c0f964a5203a7b25e3,Old World Deli,na,Sandwich Places,4bf58dd8d48988d1c5941735,44.56134613,-123.2610873
"Corvallis, OR",44.5645659,-123.2620435,4b882843f964a520bde331e3,Jade Garden,na,Chinese Restaurants,4bf58dd8d48988d145941735,44.560118,-123.262752
"Craig, CO",40.5152491,-107.5464541,4db1e95493a0615768608685,Gino's,na,Italian Restaurants,4bf58dd8d48988d110941735,40.51566067,-107.5486802
"Craig, CO",40.5152491,-107.5464541,4e5ddd081520749dc71e3b54,Galaxy Chinese Food,na,Chinese Restaurants,4bf58dd8d48988d145941735,40.51492476,-107.5476336
"Craig, CO",40.5152491,-107.5464541,4f32151919836c91c7b3fd1e,Jw Snacks Gulf Coast Bar and Bar-B-Que,na,Food,4d4b7105d754a06374d81259,40.514194,-107.544777
"Craig, CO",40.5152491,-107.5464541,59503e34dd70c5518ded233c,Spicy Basil,na,Asian Restaurants,4bf58dd8d48988d142941735,40.514698,-107.5474
"Craig, CO",40.5152491,-107.5464541,4c1e5ec3b4e62d7f2f20de93,J.W Snacks,na,American Restaurants,4bf58dd8d48988d14e941735,40.51401615,-107.5444579
"Craig, CO",40.5152491,-107.5464541,4cde003670bba1cd81b65dc4,VFW Steakhouse,na,American Restaurants,4bf58dd8d48988d14e941735,40.51427994,-107.5424687
"Craig, CO",40.5152491,-107.5464541,4ea4634c9a527d6517e1a2ee,Coolwater Grille,na,American Restaurants,4bf58dd8d48988d14e941735,40.51442135,-107.5517837
"Craig, CO",40.5152491,-107.5464541,4d8e9a9fd4ec8cfa4b6f7889,Carellis Pizzeria-Pasta.  :],na,Italian Restaurants,4bf58dd8d48988d110941735,40.51359848,-107.547031
"Craig, CO",40.5152491,-107.5464541,4b9176caf964a52072be33e3,Serendipity Coffee Shop,na,Coffee Shops,4bf58dd8d48988d1e0931735,40.51482,-107.5473366
"Craig, CO",40.5152491,-107.5464541,4f32848819836c91c7df9296,Bad to The Bone BBQ and Grille,na,Food,4d4b7105d754a06374d81259,40.51607,-107.54852
"Craig, CO",40.5152491,-107.5464541,4cc37630d43ba1434a6460f8,Tin Cup Grill,na,American Restaurants,4bf58dd8d48988d14e941735,40.51450121,-107.5471748
"Craig, CO",40.5152491,-107.5464541,4e5dddc61520749dc71e3bed,Ocean Pearl,na,Chinese Restaurants,4bf58dd8d48988d145941735,40.51438643,-107.5528264
"Cullman, AL",34.1748208,-86.8436124,51a78774498eaaf6256f9af9,Moe's Original BAR B QUE,na,BBQ Joints,4bf58dd8d48988d1df931735,34.17515096,-86.8413641
"Cullman, AL",34.1748208,-86.8436124,4b6641bff964a520fb1a2be3,Berkeley Bob's Coffee House,na,Tea Rooms,4bf58dd8d48988d1dc931735,34.17538457,-86.84170429
"Cullman, AL",34.1748208,-86.8436124,4bd051e2a8b3a5939a9a635f,Duchess Bakery,na,Donut Shops,4bf58dd8d48988d148941735,34.17605243,-86.84209237
"Cullman, AL",34.1748208,-86.8436124,518696a9498ee26c2ffe0174,Top of the Town Restaurant,na,American Restaurants,4bf58dd8d48988d14e941735,34.1743556,-86.84324709
"Cullman, AL",34.1748208,-86.8436124,4d542c0af5daa09331ce6e74,The Downtown Grill,na,Diners,4bf58dd8d48988d147941735,34.1738994,-86.8422717
"Cullman, AL",34.1748208,-86.8436124,581246bb38fa2403da6c3ceb,Moe's Southwest Grill,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,34.1748208,-86.8436124
"Cullman, AL",34.1748208,-86.8436124,536c1beb498e7dc98386b499,Brother's Kitchen & Pourhouse,na,Gastropubs,4bf58dd8d48988d155941735,34.17625595,-86.84208067
"Cullman, AL",34.1748208,-86.8436124,4e55412e1838d8d1dadaf6c6,Truffles,na,Southern / Soul Food Restaurants,4bf58dd8d48988d14f941735,34.17299968,-86.84265393
"Cullman, AL",34.1748208,-86.8436124,4b9c3036f964a520ff5236e3,All Steak Restaurant,na,Steakhouses,4bf58dd8d48988d1cc941735,34.17556573,-86.83939349
"Cullman, AL",34.1748208,-86.8436124,4bf323a4e5eba593913d1e90,Sweet Peppers Deli,na,Delis / Bodegas,4bf58dd8d48988d146941735,34.17939578,-86.84664867
"Cullman, AL",34.1748208,-86.8436124,4c93b373f244b1f7b6351b1d,Busy Bee Cafè,na,Burger Joints,4bf58dd8d48988d16c941735,34.17374204,-86.84057768
"Cullman, AL",34.1748208,-86.8436124,5ad13c60cf67d0398061c492,412 Public House,na,Restaurants,4bf58dd8d48988d1c4941735,34.174565,-86.839709
"Cullman, AL",34.1748208,-86.8436124,4ba5130bf964a5206bd938e3,Rumors Deli,na,Delis / Bodegas,4bf58dd8d48988d146941735,34.17843866,-86.8436357
"Cullman, AL",34.1748208,-86.8436124,5a31c10edb1d8178a0698160,I Love Bacon,na,Food Stands,56aa371be4b08b9a8d57350b,34.178101,-86.843281
"Cullman, AL",34.1748208,-86.8436124,4da47213bf22a14305f1ddf8,Grumpy's Italian Grill,na,Pizza Places,4bf58dd8d48988d1ca941735,34.17141925,-86.84526597
"Cullman, AL",34.1748208,-86.8436124,4d20aee65c4ca1cdba3ea33d,Ryans,na,American Restaurants,4bf58dd8d48988d14e941735,34.173342,-86.841164
"Cullman, AL",34.1748208,-86.8436124,4e74c3032271ffa4e69d0bf5,The Rock House FBC,na,Food,4d4b7105d754a06374d81259,34.170806,-86.842808
"Cullman, AL",34.1748208,-86.8436124,59d96585d7627e427ddb7ddd,Mae’s Food Hall,na,Food Courts,4bf58dd8d48988d120951735,34.178186,-86.843404
"Cullman, AL",34.1748208,-86.8436124,4bec71fc976ac9286a04610b,Domino's Pizza,na,Pizza Places,4bf58dd8d48988d1ca941735,34.17396299,-86.84679642
"Cullman, AL",34.1748208,-86.8436124,5465df4d498e38e9afcfce67,Carlton's Italian Restaurant & Catering,na,Italian Restaurants,4bf58dd8d48988d110941735,34.17724,-86.83977
"Cullman, AL",34.1748208,-86.8436124,51ad06b9498eda0790230db7,Moes Southwestern Grill,na,BBQ Joints,4bf58dd8d48988d1df931735,34.17354522,-86.83857146
"Cullman, AL",34.1748208,-86.8436124,55b907df498efb4bb9ef2d66,Karma's Coffee House,na,Coffee Shops,4bf58dd8d48988d1e0931735,34.17836979,-86.84368816
"Cullman, AL",34.1748208,-86.8436124,5001a258e4b0f448e926cc44,Flavors Bakery,na,Bakeries,4bf58dd8d48988d16a941735,34.17785427,-86.84325689
"Cullman, AL",34.1748208,-86.8436124,5a14ca65628c837aede70865,Link's Hot Dogs & Hamburgers,na,Hot Dog Joints,4bf58dd8d48988d16f941735,34.178276,-86.8431
"Cullman, AL",34.1748208,-86.8436124,4de198bf1f6e3190ccfccc83,Peking Restaurant,na,Japanese Restaurants,4bf58dd8d48988d111941735,34.1792734,-86.84685344
"Cullman, AL",34.1748208,-86.8436124,5a3409f3588e361c219257d8,Strada Di Napoli,na,Pizza Places,4bf58dd8d48988d1ca941735,34.178117,-86.843247
"Cullman, AL",34.1748208,-86.8436124,5ac921de3ba76764903cd8b4,Big Spoon Creamery,na,Ice Cream Shops,4bf58dd8d48988d1c9941735,34.17818,-86.84329
"Cullman, AL",34.1748208,-86.8436124,4ba26b7ef964a5203af737e3,Carlton's Italian,na,Italian Restaurants,4bf58dd8d48988d110941735,34.1770274,-86.84005404
"Cullman, AL",34.1748208,-86.8436124,5887962051666a3dfa65c872,Ninja,na,Japanese Restaurants,4bf58dd8d48988d111941735,34.171675,-86.84082
"Daphne, AL",30.6035255,-87.9036047,4bf6bc89b182c9b68e67745a,Manci's Antique Club,na,American Restaurants,4bf58dd8d48988d14e941735,30.60347807,-87.90292305
"Daphne, AL",30.6035255,-87.9036047,4b4a9e0df964a520a88b26e3,Cousin Vinny's,na,Pizza Places,4bf58dd8d48988d1ca941735,30.60334709,-87.90283585
"Daphne, AL",30.6035255,-87.9036047,4b965deff964a5205dc834e3,Guido's Restaurant,na,Italian Restaurants,4bf58dd8d48988d110941735,30.6032095,-87.90284143
"Daphne, AL",30.6035255,-87.9036047,58efc101a8792111a07d39d1,The Pigeon Hole,na,Dutch Restaurants,5744ccdfe4b0c0459246b4d0,30.603541,-87.902664
"Daphne, AL",30.6035255,-87.9036047,4f32691819836c91c7d51e46,Couture Cakes,na,Bakeries,4bf58dd8d48988d16a941735,30.6047,-87.90271
"Daphne, AL",30.6035255,-87.9036047,4c1435b8a1010f47a2214c18,Camellia Cafe,na,New American Restaurants,4bf58dd8d48988d157941735,30.602932,-87.90247
"Daphne, AL",30.6035255,-87.9036047,5a9746a0f5e9d74a23cd9820,Le Bouchon,na,Wine Bars,4bf58dd8d48988d123941735,30.604941,-87.90329
"Daphne, AL",30.6035255,-87.9036047,4c34b64816adc928d799c59c,SUBWAY,na,Sandwich Places,4bf58dd8d48988d1c5941735,30.60357069,-87.89903641
"Daphne, AL",30.6035255,-87.9036047,4c61ddefedd320a1a3a7ab29,Something Sweet Bake Shop,na,Restaurants,4bf58dd8d48988d1c4941735,30.60320583,-87.90248305
"Daphne, AL",30.6035255,-87.9036047,585ab2c4e0adac78d09eacf5,Serda's Coffee,na,Coffee Shops,4bf58dd8d48988d1e0931735,30.600997,-87.898816
"Daphne, AL",30.6035255,-87.9036047,4fd0d60ce4b0144cfdf17571,Christ The King,na,Food Courts,4bf58dd8d48988d120951735,30.60058839,-87.90166417
"Daphne, AL",30.6035255,-87.9036047,4b9d0d31f964a520548b36e3,East Shore Cafe,na,American Restaurants,4bf58dd8d48988d14e941735,30.60040279,-87.9025379
"Daphne, AL",30.6035255,-87.9036047,5787dd2a498e0aaa279fb5b5,Taziki's Mediterranean Cafe,na,Mediterranean Restaurants,4bf58dd8d48988d1c0941735,30.6011776,-87.9027443
"Daphne, AL",30.6035255,-87.9036047,4d6bfbbdb3e4a143ce05ed90,SONIC Drive In,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,30.603169,-87.89887816
"Daphne, AL",30.6035255,-87.9036047,4b4a273cf964a5208f7c26e3,Teak House,na,Thai Restaurants,4bf58dd8d48988d149941735,30.60230814,-87.89872056
"Daphne, AL",30.6035255,-87.9036047,4f6d1d8be4b0738fb1ee7555,Dragon City,na,Asian Restaurants,4bf58dd8d48988d142941735,30.60847866,-87.89972305
"Daphne, AL",30.6035255,-87.9036047,57be2d55498e7076cc291028,Moe's Southwest Grill,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,30.6011839,-87.9027443
"Denver, CO",39.7392358,-104.990251,5b901de9cabcff002c06b743,Teal Taco Truck,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,39.739645,-104.988783
"Denver, CO",39.7392358,-104.990251,54be278d498e43372ca6eb8a,The Greedy Hamster,na,Bars,4bf58dd8d48988d116941735,39.74098982,-104.9913041
"Denver, CO",39.7392358,-104.990251,4cf339776c29236aa4f76fa2,Yard House,na,American Restaurants,4bf58dd8d48988d14e941735,39.74299179,-104.9890562
"Denver, CO",39.7392358,-104.990251,4ad4d7f0f964a5202efc20e3,MAD Greens - Inspired Eats,na,Salad Places,4bf58dd8d48988d1bd941735,39.73614697,-104.9885489
"Denver, CO",39.7392358,-104.990251,5aaed3380d8a0f53b613adc4,Motomaki Sushi Burritos and Bowls,na,Asian Restaurants,4bf58dd8d48988d142941735,39.74391598,-104.9911089
"Denver, CO",39.7392358,-104.990251,5bb955ce7dc9e1002c0c68ad,Hacienda Colorado,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,39.742153,-104.98883
"Denver, CO",39.7392358,-104.990251,5b5bb9942463d800445d768f,Leven Deli,na,Delis / Bodegas,4bf58dd8d48988d146941735,39.735395,-104.989756
"Denver, CO",39.7392358,-104.990251,595261af0d8a0f701e1940fb,Choice Market,na,Delis / Bodegas,4bf58dd8d48988d146941735,39.74441821,-104.9875188
"Denver, CO",39.7392358,-104.990251,59d382dc86bc494773658d08,The Lockwood,na,American Restaurants,4bf58dd8d48988d14e941735,39.742318,-104.991883
"Denver, CO",39.7392358,-104.990251,58dac8c49958423057e76b10,Bubu,na,Asian Restaurants,4bf58dd8d48988d142941735,39.743281,-104.988901
"Denver, CO",39.7392358,-104.990251,5bfe66392b9844002c879b55,Former Saint Craft Kitchen and Taps,na,Restaurants,4bf58dd8d48988d1c4941735,39.74338702,-104.9934733
"Denver, CO",39.7392358,-104.990251,4c475eab89a6c9b69a009a88,Stoney's Bar and Grill,na,Sports Bars,4bf58dd8d48988d11d941735,39.7342742,-104.9862802
"Denver, CO",39.7392358,-104.990251,4c9bc128d3c2b60c3697b1bc,Atrium Lobby @ The Brown Palace Hotel,na,Tea Rooms,4bf58dd8d48988d1dc931735,39.74403258,-104.9877161
"Denver, CO",39.7392358,-104.990251,4a062ed5f964a520cb721fe3,"City, O' City",na,Vegetarian / Vegan Restaurants,4bf58dd8d48988d1d3941735,39.73672415,-104.9846691
"Denver, CO",39.7392358,-104.990251,4beece8a35dc0f471f4d405b,Ellyngton's @ The Brown Palace,na,Breakfast Spots,4bf58dd8d48988d143941735,39.74379674,-104.9880234
"Denver, CO",39.7392358,-104.990251,4a5e689df964a52083be1fe3,Starbucks,na,Coffee Shops,4bf58dd8d48988d1e0931735,39.742794,-104.98704
"Denver, CO",39.7392358,-104.990251,49f3d338f964a520e36a1fe3,Earls,na,New American Restaurants,4bf58dd8d48988d157941735,39.74365543,-104.990114
"Denver, CO",39.7392358,-104.990251,4c893224da5da1cd027a3ae9,Noodles & Company,na,Noodle Houses,4bf58dd8d48988d1d1941735,39.742786,-104.988647
"Denver, CO",39.7392358,-104.990251,4b5df8e3f964a520dd7629e3,Subway,na,Sandwich Places,4bf58dd8d48988d1c5941735,39.74358756,-104.9899474
"Denver, CO",39.7392358,-104.990251,57670140498ea13a7a296308,Krispy Kreme,na,Donut Shops,4bf58dd8d48988d148941735,39.7430117,-104.9889595
"Denver, CO",39.7392358,-104.990251,4c9a1f5b78ffa093589d6975,Peet's Coffee & Tea,na,Coffee Shops,4bf58dd8d48988d1e0931735,39.7430281,-104.989098
"Denver, CO",39.7392358,-104.990251,4320d080f964a52095271fe3,Lucky Strike Lanes,na,Bowling Alleys,4bf58dd8d48988d1e4931735,39.74379914,-104.9911219
"Denver, CO",39.7392358,-104.990251,4a05d9cff964a52089721fe3,Dozens Restaurant,na,Breakfast Spots,4bf58dd8d48988d143941735,39.73678789,-104.991447
"Denver, CO",39.7392358,-104.990251,4a240edbf964a520f17d1fe3,Cook's Fresh Market,na,Gourmet Shops,4bf58dd8d48988d1f5941735,39.74389526,-104.9902373
"Denver, CO",39.7392358,-104.990251,4c9bb40e292a6dcbfcfdd976,Afternoon Tea @ The Brown Palace Hotel,na,Tea Rooms,4bf58dd8d48988d1dc931735,39.74404058,-104.9878615
"Denver, CO",39.7392358,-104.990251,5511bcdf498edf2b6eb76b3c,Potbelly Sandwich Shop,na,Sandwich Places,4bf58dd8d48988d1c5941735,39.742998,-104.988756
"Denver, CO",39.7392358,-104.990251,5845cfaa7d66be3e647c5a44,ZEPS Epiq Sandwiches,na,Sandwich Places,4bf58dd8d48988d1c5941735,39.7350057,-104.9878394
"Denver, CO",39.7392358,-104.990251,4a6b3bf1f964a5203dce1fe3,The Delectable Egg,na,Breakfast Spots,4bf58dd8d48988d143941735,39.74292244,-104.9882803
"Denver, CO",39.7392358,-104.990251,595427c6acc5f575ab87c86d,Pieology Downtown Denver,na,Pizza Places,4bf58dd8d48988d1ca941735,39.734927,-104.987821
"Denver, CO",39.7392358,-104.990251,4bf43a40cad2c92823ad9b99,Domino's Pizza,na,Pizza Places,4bf58dd8d48988d1ca941735,39.73666295,-104.9832915
"Denver, CO",39.7392358,-104.990251,4b840493f964a5207e1b31e3,McDonald's,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,39.741836,-104.988097
"Denver, CO",39.7392358,-104.990251,52969e42498e26ef2dd85add,Lime: An American Cantina & Tequila Bar,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,39.74339549,-104.9905177
"Denver, CO",39.7392358,-104.990251,568c822e498e884282a4861d,Torchy's Tacos,na,Taco Places,4bf58dd8d48988d151941735,39.7334895,-104.9878221
"Denver, CO",39.7392358,-104.990251,50b4f659e0e237f2210cdc47,Grimaldi's Pizzeria,na,Pizza Places,4bf58dd8d48988d1ca941735,39.74357032,-104.9907416
"Denver, CO",39.7392358,-104.990251,52f3da9b498e5fbf700b1612,5280 Burger Bar,na,Burger Joints,4bf58dd8d48988d16c941735,39.743027,-104.991385
"Denver, CO",39.7392358,-104.990251,4ddd0b6e7d8b3654d50df9ad,Zoup!,na,Soup Places,4bf58dd8d48988d1dd931735,39.74244748,-104.9891378
"Denver, CO",39.7392358,-104.990251,53b2e5e4498ee47d2a4d8ed8,BurgerFi,na,Burger Joints,4bf58dd8d48988d16c941735,39.73500507,-104.98764
"Denver, CO",39.7392358,-104.990251,5301716a498ef831ffc43442,5280 Ice Cream,na,Ice Cream Shops,4bf58dd8d48988d1c9941735,39.74343678,-104.9908124
"Denver, CO",39.7392358,-104.990251,54f5d687498e5e1b21ff8380,Amethyst Coffee Company,na,Coffee Shops,4bf58dd8d48988d1e0931735,39.73396153,-104.9875398
"Denver, CO",39.7392358,-104.990251,4a3a5cd9f964a520d99f1fe3,Cuba Cuba,na,Cuban Restaurants,4bf58dd8d48988d154941735,39.73520489,-104.9932311
"Denver, CO",39.7392358,-104.990251,4a95ad34f964a5201b2420e3,Hard Rock Cafe Denver,na,Theme Restaurants,56aa371be4b08b9a8d573538,39.74349519,-104.9904685
"Denver, CO",39.7392358,-104.990251,51407807e4b0c8c9041be871,Starbucks,na,Coffee Shops,4bf58dd8d48988d1e0931735,39.742966,-104.98905
"Denver, CO",39.7392358,-104.990251,4acbdf8ef964a52022c820e3,Corner Bakery Cafe,na,Bakeries,4bf58dd8d48988d16a941735,39.743298,-104.99007
"Denver, CO",39.7392358,-104.990251,3fd66200f964a520a1ec1ee3,Marlowe's,na,American Restaurants,4bf58dd8d48988d14e941735,39.74398824,-104.9904576
"Denver, CO",39.7392358,-104.990251,4b94231af964a5208f6a34e3,Quiznos,na,Sandwich Places,4bf58dd8d48988d1c5941735,39.73656465,-104.9839206
"Denver, CO",39.7392358,-104.990251,4ad7ecd2f964a5201d1021e3,Maggiano's Little Italy,na,Italian Restaurants,4bf58dd8d48988d110941735,39.74333801,-104.9904755
"Denver, CO",39.7392358,-104.990251,4b464278f964a520ca1b26e3,Denver Pizza Company,na,Pizza Places,4bf58dd8d48988d1ca941735,39.73389285,-104.9920326
"Denver, CO",39.7392358,-104.990251,49eb6f74f964a520db661fe3,Metropolis Coffee,na,Coffee Shops,4bf58dd8d48988d1e0931735,39.73381872,-104.9918089
"Denver, CO",39.7392358,-104.990251,4b1d4dedf964a5207b0e24e3,Tokyo Joe's,na,Japanese Restaurants,4bf58dd8d48988d111941735,39.7376572,-104.983505
"Denver, CO",39.7392358,-104.990251,4ad75fd4f964a520e60921e3,Pizzeria Colore,na,Italian Restaurants,4bf58dd8d48988d110941735,39.74333766,-104.9876611
"Des Moines, IA",41.5868353,-93.6249593,589909859398ab160bdb210c,Potbelly Sandwich Shop,na,American Restaurants,4bf58dd8d48988d14e941735,41.58676573,-93.62521191
"Des Moines, IA",41.5868353,-93.6249593,4b5e1d4df964a520757e29e3,Kaleidoscope Hub,na,Food Courts,4bf58dd8d48988d120951735,41.58626975,-93.62401224
"Des Moines, IA",41.5868353,-93.6249593,5bb6477c916bc1002c1360bd,Scopri,na,Italian Restaurants,4bf58dd8d48988d110941735,41.587764,-93.622801
"Des Moines, IA",41.5868353,-93.6249593,5ccf3a1eea1e44002c2b607b,Fuel’d Cafe,na,Cafés,4bf58dd8d48988d16d941735,41.588125,-93.624456
"Des Moines, IA",41.5868353,-93.6249593,5730ceb4498ea4b935b8e804,Local Bites Food Court,na,Food Courts,4bf58dd8d48988d120951735,41.5865072,-93.62654101
"Des Moines, IA",41.5868353,-93.6249593,4bf82601508c0f477f413e31,Rock River Grill & Tavern,na,American Restaurants,4bf58dd8d48988d14e941735,41.58712986,-93.62652449
"Des Moines, IA",41.5868353,-93.6249593,58cace5f460dd92fa8cbcbbf,La Mie Elevate,na,Cafés,4bf58dd8d48988d16d941735,41.58692073,-93.62559384
"Des Moines, IA",41.5868353,-93.6249593,57aa489a498e1d244537c6d9,Scooters Coffee,na,Coffee Shops,4bf58dd8d48988d1e0931735,41.58632266,-93.62670686
"Des Moines, IA",41.5868353,-93.6249593,5ac663a16eda025467d44658,Fernando's Mexican Grill,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,41.58607,-93.62666
"Des Moines, IA",41.5868353,-93.6249593,4b74ba0ef964a520d1ee2de3,Domino's Pizza,na,Pizza Places,4bf58dd8d48988d1ca941735,41.588532,-93.62297505
"Des Moines, IA",41.5868353,-93.6249593,4c73c6d68efc3704055e167d,Timbuktuu,na,Coffee Shops,4bf58dd8d48988d1e0931735,41.58481004,-93.62754759
"Des Moines, IA",41.5868353,-93.6249593,57238bb2cd102256e2b1b914,Teriyaki Boys,na,Chinese Restaurants,4bf58dd8d48988d145941735,41.58653018,-93.62660547
"Des Moines, IA",41.5868353,-93.6249593,57238cbc498ecb424b8e2a7d,Local Yocals Farmhouse,na,American Restaurants,4bf58dd8d48988d14e941735,41.58637413,-93.62646559
"Des Moines, IA",41.5868353,-93.6249593,4bd1d6adcaff9521fd6fd1f0,Downtown Des Moines Farmers Market,na,Farmers Markets,4bf58dd8d48988d1fa941735,41.58530295,-93.62103075
"Des Moines, IA",41.5868353,-93.6249593,4b86b428f964a5205f9731e3,Bruegger's,na,Bagel Shops,4bf58dd8d48988d179941735,41.58588715,-93.62567244
"Des Moines, IA",41.5868353,-93.6249593,55e495e7498e5a2b02d716b9,Sidebar,na,Cafés,4bf58dd8d48988d16d941735,41.58651814,-93.62296841
"Des Moines, IA",41.5868353,-93.6249593,4b45f8e1f964a520441326e3,Timbuktu Coffee,na,Coffee Shops,4bf58dd8d48988d1e0931735,41.58519603,-93.62571785
"Des Moines, IA",41.5868353,-93.6249593,4cd4131f2561a35da3cb34dd,Big City Burgers And Greens,na,Burger Joints,4bf58dd8d48988d16c941735,41.58644594,-93.62310184
"Des Moines, IA",41.5868353,-93.6249593,4b4cbf7ff964a5201dbd26e3,Palmer’s Deli,na,Delis / Bodegas,4bf58dd8d48988d146941735,41.58610393,-93.62501453
"Des Moines, IA",41.5868353,-93.6249593,4b7c9643f964a520789c2fe3,801 Chop House,na,Steakhouses,4bf58dd8d48988d1cc941735,41.58768463,-93.62825052
"Des Moines, IA",41.5868353,-93.6249593,59550c1db399f759c289e945,Au Bon Pain,na,Cafés,4bf58dd8d48988d16d941735,41.58876385,-93.62754855
"Des Moines, IA",41.5868353,-93.6249593,4f7f2761e4b09e2ac388da97,Tower Cafe,na,Food Courts,4bf58dd8d48988d120951735,41.58923022,-93.62902371
"Des Moines, IA",41.5868353,-93.6249593,4bcaed21cc8cd13a1775becf,Starbucks,na,Coffee Shops,4bf58dd8d48988d1e0931735,41.58711274,-93.62667947
"Des Moines, IA",41.5868353,-93.6249593,4b43e42ef964a52058ed25e3,Fong's Pizza,na,Pizza Places,4bf58dd8d48988d1ca941735,41.58592503,-93.62189263
"Des Moines, IA",41.5868353,-93.6249593,536178e6498e78fa04df1056,Malo,na,Latin American Restaurants,4bf58dd8d48988d1be941735,41.58408215,-93.62817926
"Des Moines, IA",41.5868353,-93.6249593,4b463ac4f964a520c91a26e3,Hessen Haus,na,German Restaurants,4bf58dd8d48988d10d941735,41.58393735,-93.62102686
"Des Moines, IA",41.5868353,-93.6249593,5abe811012c8f021e3142fe6,The Tea Room,na,Tea Rooms,4bf58dd8d48988d1dc931735,41.585537,-93.626945
"Des Moines, IA",41.5868353,-93.6249593,5bc8cc53e1f228002c9abad2,Evolve Juicery & Kitchen,na,Health Food Stores,50aa9e744b90af0d42d5de0e,41.5856,-93.62475
"Des Moines, IA",41.5868353,-93.6249593,4b4604bef964a5204c1426e3,Starbucks,na,Coffee Shops,4bf58dd8d48988d1e0931735,41.58614959,-93.63026534
"Des Moines, IA",41.5868353,-93.6249593,4b56528bf964a520340b28e3,Basil Prosperi,na,Italian Restaurants,4bf58dd8d48988d110941735,41.58722157,-93.6287565
"Des Moines, IA",41.5868353,-93.6249593,58c9f3cb297c165420273d01,Starbucks,na,Coffee Shops,4bf58dd8d48988d1e0931735,41.58463721,-93.62241214
"Des Moines, IA",41.5868353,-93.6249593,4c137aaea1010f470ca44a18,Steve's Chef Kabob,na,Asian Restaurants,4bf58dd8d48988d142941735,41.58551908,-93.61965877
"Des Moines, IA",41.5868353,-93.6249593,4b607a67f964a52073e829e3,Burger King,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,41.586011,-93.624885
"Des Moines, IA",41.5868353,-93.6249593,4f8acbaee4b055d23130d046,Coda Lounge,na,Lounges,4bf58dd8d48988d121941735,41.58730856,-93.62273681
"Des Moines, IA",41.5868353,-93.6249593,56521960498ee09c2f74557d,Bubba,na,Southern / Soul Food Restaurants,4bf58dd8d48988d14f941735,41.58403476,-93.62923827
"Des Moines, IA",41.5868353,-93.6249593,4cdc5702958f236a1002b203,Panera Bread,na,Bakeries,4bf58dd8d48988d16a941735,41.5847962,-93.6293264
"Des Moines, IA",41.5868353,-93.6249593,4f620093e4b024e6f775b955,Buzzard Billy's,na,Cajun / Creole Restaurants,4bf58dd8d48988d17a941735,41.58999945,-93.62113595
"Des Moines, IA",41.5868353,-93.6249593,544462f8498e6255f15c8d3c,RoCA,na,Tapas Restaurants,4bf58dd8d48988d1db931735,41.58529992,-93.61946603
"Des Moines, IA",41.5868353,-93.6249593,51f088a5498ea76eb5fb831d,Akebono,na,Sushi Restaurants,4bf58dd8d48988d1d2941735,41.58408159,-93.62891329
"Des Moines, IA",41.5868353,-93.6249593,58bb3370cc05d161570055c3,Hy-Vee Market Grille,na,Restaurants,4bf58dd8d48988d1c4941735,41.5847364,-93.62195688
"Des Moines, IA",41.5868353,-93.6249593,5101c09fe4b02f2f54ff401f,Wasabi Tao,na,Sushi Restaurants,4bf58dd8d48988d1d2941735,41.58633194,-93.62221309
"Des Moines, IA",41.5868353,-93.6249593,579bd1be498e9bd8368820aa,Vivian’s Diner & Drinks,na,Diners,4bf58dd8d48988d147941735,41.58632109,-93.62259647
"Des Moines, IA",41.5868353,-93.6249593,4b46baddf964a5207c2726e3,Court Avenue Restaurant & Brewing Company,na,Breweries,50327c8591d4c4b30a586d5d,41.58541172,-93.62086382
"Des Moines, IA",41.5868353,-93.6249593,4b4cd2b2f964a5204ec026e3,South Union Bread Company,na,Sandwich Places,4bf58dd8d48988d1c5941735,41.58574484,-93.63019807
"Des Moines, IA",41.5868353,-93.6249593,4b4630eaf964a520951926e3,Centro,na,Italian Restaurants,4bf58dd8d48988d110941735,41.58581256,-93.63008272
"Des Moines, IA",41.5868353,-93.6249593,4b667eeaf964a520a4222be3,Splash Seafood Bar & Grill,na,Seafood Restaurants,4bf58dd8d48988d1ce941735,41.58777462,-93.62155081
